진료년도,진료월,시도,시군구,진료과목코드,진료과목명,진료인원(명),진료건수(건)
2022,07,경상북도,예천군,8,성형외과,56,91
2022,07,경상북도,예천군,9,마취통증의학과,441,729
2022,07,경상북도,예천군,10,산부인과,1146,1808
2022,07,경상북도,예천군,11,소아청소년과,1105,1711
2022,07,경상북도,예천군,12,안과,2463,3192
2022,07,경상북도,예천군,13,이비인후과,3959,6302
2022,07,경상북도,예천군,14,피부과,2037,2705
2022,07,경상북도,예천군,15,비뇨의학과,1326,1685
2022,07,경상북도,예천군,16,영상의학과,49,60
2022,07,경상북도,예천군,17,방사선종양학과,32,170
2022,07,경상북도,예천군,19,진단검사의학과,11,13
2022,07,경상북도,예천군,21,재활의학과,197,460
2022,07,경상북도,예천군,22,핵의학과,15,22
2022,07,경상북도,예천군,23,가정의학과,1020,1799
2022,07,경상북도,예천군,24,응급의학과,917,1047
2022,07,경상북도,예천군,25,직업환경의학과,8,13
2022,07,경상북도,예천군,49,치과,863,928
2022,07,경상북도,예천군,50,구강악안면외과,754,978
2022,07,경상북도,예천군,51,치과보철과,470,799
2022,07,경상북도,예천군,53,소아치과,204,221
2022,07,경상북도,예천군,54,치주과,1102,1299
2022,07,경상북도,예천군,55,치과보존과,1486,2234
2022,07,경상북도,예천군,56,구강내과,29,37
2022,07,경상북도,예천군,59,예방치과,15,15
2022,07,경상북도,예천군,71,의과,1281,1518
2022,07,경상북도,봉화군,0,일반,34,42
2022,07,경상북도,봉화군,1,내과,8950,14877
2022,07,경상북도,봉화군,2,신경과,793,929
2022,07,경상북도,봉화군,3,정신건강의학과,559,726
2022,07,경상북도,봉화군,4,외과,463,706
2022,07,경상북도,봉화군,5,정형외과,3697,7093
2022,07,경상북도,봉화군,6,신경외과,559,780
2022,07,경상북도,봉화군,7,심장혈관흉부외과,83,105
2022,07,경상북도,봉화군,8,성형외과,31,55
2022,07,경상북도,봉화군,9,마취통증의학과,192,305
2022,07,경상북도,봉화군,10,산부인과,484,842
2022,07,경상북도,봉화군,11,소아청소년과,466,828
2022,07,경상북도,봉화군,12,안과,1628,2225
2022,07,경상북도,봉화군,13,이비인후과,676,958
2022,07,경상북도,봉화군,14,피부과,1264,1714
2022,07,경상북도,봉화군,15,비뇨의학과,690,874
2022,07,경상북도,봉화군,16,영상의학과,65,84
2022,07,경상북도,봉화군,17,방사선종양학과,33,122
2022,07,경상북도,봉화군,19,진단검사의학과,6,11
2022,07,경상북도,봉화군,21,재활의학과,97,175
2022,07,경상북도,봉화군,23,가정의학과,1621,2212
2022,07,경상북도,봉화군,24,응급의학과,572,704
2022,07,경상북도,봉화군,25,직업환경의학과,65,69
2022,07,경상북도,봉화군,49,치과,212,247
2022,07,경상북도,봉화군,50,구강악안면외과,409,542
2022,07,경상북도,봉화군,51,치과보철과,330,570
2022,07,경상북도,봉화군,53,소아치과,60,69
2022,07,경상북도,봉화군,54,치주과,697,849
2022,07,경상북도,봉화군,55,치과보존과,890,1353
2022,07,경상북도,봉화군,56,구강내과,19,22
2022,07,경상북도,봉화군,71,의과,1397,1691
2022,07,경상북도,봉화군,72,그외 자료72(구 치과),36,39
2022,07,경상북도,봉화군,75,물리치료,15,28
2022,07,경상북도,울진군,0,일반,88,108
2022,07,경상북도,울진군,1,내과,11569,19164
2022,07,경상북도,울진군,2,신경과,1021,1239
2022,07,경상북도,울진군,3,정신건강의학과,770,981
2022,07,경상북도,울진군,4,외과,3046,5843
2022,07,경상북도,울진군,5,정형외과,4466,8610
2022,07,경상북도,울진군,6,신경외과,792,1121
2022,07,경상북도,울진군,7,심장혈관흉부외과,109,140
2022,07,경상북도,울진군,8,성형외과,39,63
2022,07,경상북도,울진군,9,마취통증의학과,383,653
2022,07,경상북도,울진군,10,산부인과,794,1221
2022,07,경상북도,울진군,11,소아청소년과,742,1162
2022,07,경상북도,울진군,12,안과,1845,2327
2022,07,경상북도,울진군,13,이비인후과,1371,1854
2022,07,경상북도,울진군,14,피부과,1434,2000
2022,07,경상북도,울진군,15,비뇨의학과,826,1199
2022,07,경상북도,울진군,16,영상의학과,28,30
2022,07,경상북도,울진군,17,방사선종양학과,24,91
2022,07,경상북도,울진군,19,진단검사의학과,5,5
2022,07,경상북도,울진군,21,재활의학과,163,302
2022,07,경상북도,울진군,22,핵의학과,8,13
2022,07,경상북도,울진군,23,가정의학과,3674,5418
2022,07,경상북도,울진군,24,응급의학과,984,1156
2022,07,경상북도,울진군,49,치과,240,263
2022,07,경상북도,울진군,50,구강악안면외과,731,928
2022,07,경상북도,울진군,51,치과보철과,306,456
2022,07,경상북도,울진군,53,소아치과,151,166
2022,07,경상북도,울진군,54,치주과,937,1104
2022,07,경상북도,울진군,55,치과보존과,1333,1904
2022,07,경상북도,울진군,56,구강내과,19,21
2022,07,경상북도,울진군,57,구강악안면방사선과,6,6
2022,07,경상북도,울진군,59,예방치과,6,6
2022,07,경상북도,울진군,71,의과,1417,2041
2022,07,경상북도,울진군,72,그외 자료72(구 치과),35,37
2022,07,경상북도,울진군,75,물리치료,57,250
2022,07,경상북도,울릉군,0,일반,13,14
2022,07,경상북도,울릉군,1,내과,1617,2261
2022,07,경상북도,울릉군,2,신경과,117,145
2022,07,경상북도,울릉군,3,정신건강의학과,129,159
2022,07,경상북도,울릉군,4,외과,264,427
2022,07,경상북도,울릉군,5,정형외과,964,1630
2022,07,경상북도,울릉군,6,신경외과,174,223
2022,07,경상북도,울릉군,7,심장혈관흉부외과,21,25
2022,07,경상북도,울릉군,8,성형외과,9,15
2022,07,경상북도,울릉군,9,마취통증의학과,205,259
2022,07,경상북도,울릉군,10,산부인과,150,208
2022,07,경상북도,울릉군,11,소아청소년과,158,225
2022,07,경상북도,울릉군,12,안과,312,376
2022,07,경상북도,울릉군,13,이비인후과,200,285
2022,07,경상북도,울릉군,14,피부과,350,437
2022,07,경상북도,울릉군,15,비뇨의학과,156,201
2022,07,경상북도,울릉군,16,영상의학과,77,83
2022,07,경상북도,울릉군,17,방사선종양학과,8,59
2022,07,경상북도,울릉군,21,재활의학과,58,117
2022,07,경상북도,울릉군,22,핵의학과,9,9
2022,07,경상북도,울릉군,23,가정의학과,290,323
2022,07,경상북도,울릉군,24,응급의학과,294,402
2022,07,경상북도,울릉군,26,예방의학과,5,9
2022,07,경상북도,울릉군,49,치과,44,46
2022,07,경상북도,울릉군,50,구강악안면외과,82,119
2022,07,경상북도,울릉군,51,치과보철과,40,69
2022,07,경상북도,울릉군,53,소아치과,15,16
2022,07,경상북도,울릉군,54,치주과,170,199
2022,07,경상북도,울릉군,55,치과보존과,269,358
2022,07,경상북도,울릉군,56,구강내과,5,5
2022,07,경상북도,울릉군,71,의과,609,1234
2022,07,경상남도,창원시 의창구,0,일반,292,368
2022,07,경상남도,창원시 의창구,1,내과,50642,80697
2022,07,경상남도,창원시 의창구,2,신경과,4469,5798
2022,07,경상남도,창원시 의창구,3,정신건강의학과,4928,7242
2022,07,경상남도,창원시 의창구,4,외과,5383,8728
2022,07,경상남도,창원시 의창구,5,정형외과,17671,36841
2022,07,경상남도,창원시 의창구,6,신경외과,5359,9708
2022,07,경상남도,창원시 의창구,7,심장혈관흉부외과,798,1088
2022,07,경상남도,창원시 의창구,8,성형외과,211,425
2022,07,경상남도,창원시 의창구,9,마취통증의학과,2273,4469
2022,07,경상남도,창원시 의창구,10,산부인과,5634,9672
2022,07,경상남도,창원시 의창구,11,소아청소년과,10401,21411
2022,07,경상남도,창원시 의창구,12,안과,11098,14805
2022,07,경상남도,창원시 의창구,13,이비인후과,9565,14661
2022,07,경상남도,창원시 의창구,14,피부과,9510,13365
2022,07,경상남도,창원시 의창구,15,비뇨의학과,3826,5271
2022,07,경상남도,창원시 의창구,16,영상의학과,159,200
2022,07,경상남도,창원시 의창구,17,방사선종양학과,120,444
2022,07,경상남도,창원시 의창구,18,병리과,12,12
2022,07,경상남도,창원시 의창구,19,진단검사의학과,288,446
2022,07,경상남도,창원시 의창구,20,결핵과,10,15
2022,07,경상남도,창원시 의창구,21,재활의학과,1565,4163
2022,07,경상남도,창원시 의창구,22,핵의학과,219,293
2022,07,경상남도,창원시 의창구,23,가정의학과,3204,4599
2022,07,경상남도,창원시 의창구,24,응급의학과,1930,2582
2022,07,경상남도,창원시 의창구,25,직업환경의학과,206,256
2022,07,경상남도,창원시 의창구,49,치과,3124,3457
2022,07,경상남도,창원시 의창구,50,구강악안면외과,2700,3785
2022,07,경상남도,창원시 의창구,51,치과보철과,814,1215
2022,07,경상남도,창원시 의창구,52,치과교정과,21,21
2022,07,경상남도,창원시 의창구,53,소아치과,906,1014
2022,07,경상남도,창원시 의창구,54,치주과,5659,6932
2022,07,경상남도,창원시 의창구,55,치과보존과,7320,10739
2022,07,경상남도,창원시 의창구,56,구강내과,354,501
2022,07,경상남도,창원시 의창구,57,구강악안면방사선과,17,17
2022,07,경상남도,창원시 의창구,71,의과,529,621
2022,07,경상남도,창원시 의창구,75,물리치료,61,375
2022,07,경상남도,창원시 성산구,0,일반,303,346
2022,07,경상남도,창원시 성산구,1,내과,58431,93100
2022,07,경상남도,창원시 성산구,2,신경과,4748,6220
2022,07,경상남도,창원시 성산구,3,정신건강의학과,5704,8701
2022,07,경상남도,창원시 성산구,4,외과,5303,9542
2022,07,경상남도,창원시 성산구,5,정형외과,19789,43612
2022,07,경상남도,창원시 성산구,6,신경외과,4228,7743
2022,07,경상남도,창원시 성산구,7,심장혈관흉부외과,1144,1430
2022,07,경상남도,창원시 성산구,8,성형외과,360,738
2022,07,경상남도,창원시 성산구,9,마취통증의학과,4028,7824
2022,07,경상남도,창원시 성산구,10,산부인과,7667,13050
2022,07,경상남도,창원시 성산구,11,소아청소년과,8794,16142
2022,07,경상남도,창원시 성산구,12,안과,12972,16743
2022,07,경상남도,창원시 성산구,13,이비인후과,10730,16034
2022,07,경상남도,창원시 성산구,14,피부과,12649,18179
2022,07,경상남도,창원시 성산구,15,비뇨의학과,4061,5811
2022,07,경상남도,창원시 성산구,16,영상의학과,293,334
2022,07,경상남도,창원시 성산구,17,방사선종양학과,116,614
2022,07,경상남도,창원시 성산구,18,병리과,14,14
2022,07,경상남도,창원시 성산구,19,진단검사의학과,544,858
2022,07,경상남도,창원시 성산구,21,재활의학과,1619,4738
2022,07,경상남도,창원시 성산구,22,핵의학과,249,397
2022,07,경상남도,창원시 성산구,23,가정의학과,2359,3353
2022,07,경상남도,창원시 성산구,24,응급의학과,2108,2715
2022,07,경상남도,창원시 성산구,25,직업환경의학과,522,623
2022,07,경상남도,창원시 성산구,49,치과,2829,3126
2022,07,경상남도,창원시 성산구,50,구강악안면외과,2740,3793
2022,07,경상남도,창원시 성산구,51,치과보철과,650,972
2022,07,경상남도,창원시 성산구,52,치과교정과,13,13
2022,07,경상남도,창원시 성산구,53,소아치과,1032,1169
2022,07,경상남도,창원시 성산구,54,치주과,6946,8533
2022,07,경상남도,창원시 성산구,55,치과보존과,10108,14290
2022,07,경상남도,창원시 성산구,56,구강내과,577,827
2022,07,경상남도,창원시 성산구,57,구강악안면방사선과,23,27
2022,07,경상남도,창원시 성산구,59,예방치과,8,8
2022,07,경상남도,창원시 성산구,71,의과,145,163
2022,07,경상남도,창원시 성산구,75,물리치료,7,21
2022,07,경상남도,창원시 마산합포구,0,일반,253,300
2022,07,경상남도,창원시 마산합포구,1,내과,41412,64556
2022,07,경상남도,창원시 마산합포구,2,신경과,4567,5507
2022,07,경상남도,창원시 마산합포구,3,정신건강의학과,4632,6711
2022,07,경상남도,창원시 마산합포구,4,외과,5281,9324
2022,07,경상남도,창원시 마산합포구,5,정형외과,17630,38932
2022,07,경상남도,창원시 마산합포구,6,신경외과,5055,8429
2022,07,경상남도,창원시 마산합포구,7,심장혈관흉부외과,585,765
2022,07,경상남도,창원시 마산합포구,8,성형외과,146,273
2022,07,경상남도,창원시 마산합포구,9,마취통증의학과,3484,6457
2022,07,경상남도,창원시 마산합포구,10,산부인과,4642,7923
2022,07,경상남도,창원시 마산합포구,11,소아청소년과,7592,15215
2022,07,경상남도,창원시 마산합포구,12,안과,10444,13767
2022,07,경상남도,창원시 마산합포구,13,이비인후과,9033,13233
2022,07,경상남도,창원시 마산합포구,14,피부과,9161,13634
2022,07,경상남도,창원시 마산합포구,15,비뇨의학과,3777,5236
2022,07,경상남도,창원시 마산합포구,16,영상의학과,231,278
2022,07,경상남도,창원시 마산합포구,17,방사선종양학과,127,538
2022,07,경상남도,창원시 마산합포구,18,병리과,12,12
2022,07,경상남도,창원시 마산합포구,19,진단검사의학과,62,93
2022,07,경상남도,창원시 마산합포구,20,결핵과,12,21
2022,07,경상남도,창원시 마산합포구,21,재활의학과,1497,3336
2022,07,경상남도,창원시 마산합포구,22,핵의학과,29,35
2022,07,경상남도,창원시 마산합포구,23,가정의학과,3966,5457
2022,07,경상남도,창원시 마산합포구,24,응급의학과,1827,2469
2022,07,경상남도,창원시 마산합포구,25,직업환경의학과,116,151
2022,07,경상남도,창원시 마산합포구,26,예방의학과,8,8
2022,07,경상남도,창원시 마산합포구,49,치과,1676,1920
2022,07,경상남도,창원시 마산합포구,50,구강악안면외과,2142,2908
2022,07,경상남도,창원시 마산합포구,51,치과보철과,992,1546
2022,07,경상남도,창원시 마산합포구,52,치과교정과,49,56
2022,07,경상남도,창원시 마산합포구,53,소아치과,686,774
2022,07,경상남도,창원시 마산합포구,54,치주과,4414,5429
2022,07,경상남도,창원시 마산합포구,55,치과보존과,5682,8328
2022,07,경상남도,창원시 마산합포구,56,구강내과,223,299
2022,07,경상남도,창원시 마산합포구,57,구강악안면방사선과,45,45
2022,07,경상남도,창원시 마산합포구,59,예방치과,10,11
2022,07,경상남도,창원시 마산합포구,71,의과,443,548
2022,07,경상남도,창원시 마산회원구,0,일반,241,301
2022,07,경상남도,창원시 마산회원구,1,내과,44734,70315
2022,07,경상남도,창원시 마산회원구,2,신경과,3988,4937
2022,07,경상남도,창원시 마산회원구,3,정신건강의학과,4725,6964
2022,07,경상남도,창원시 마산회원구,4,외과,4896,8522
2022,07,경상남도,창원시 마산회원구,5,정형외과,17078,36717
2022,07,경상남도,창원시 마산회원구,6,신경외과,5387,9332
2022,07,경상남도,창원시 마산회원구,7,심장혈관흉부외과,592,786
2022,07,경상남도,창원시 마산회원구,8,성형외과,135,244
2022,07,경상남도,창원시 마산회원구,9,마취통증의학과,2292,4245
2022,07,경상남도,창원시 마산회원구,10,산부인과,4562,7678
2022,07,경상남도,창원시 마산회원구,11,소아청소년과,8836,18035
2022,07,경상남도,창원시 마산회원구,12,안과,10749,15105
2022,07,경상남도,창원시 마산회원구,13,이비인후과,5737,8063
2022,07,경상남도,창원시 마산회원구,14,피부과,8906,12311
2022,07,경상남도,창원시 마산회원구,15,비뇨의학과,3697,4994
2022,07,경상남도,창원시 마산회원구,16,영상의학과,320,378
2022,07,경상남도,창원시 마산회원구,17,방사선종양학과,137,605
2022,07,경상남도,창원시 마산회원구,18,병리과,22,22
2022,07,경상남도,창원시 마산회원구,19,진단검사의학과,56,82
2022,07,경상남도,창원시 마산회원구,20,결핵과,7,10
2022,07,경상남도,창원시 마산회원구,21,재활의학과,2398,6602
2022,07,경상남도,창원시 마산회원구,22,핵의학과,37,55
2022,07,경상남도,창원시 마산회원구,23,가정의학과,3818,6008
2022,07,경상남도,창원시 마산회원구,24,응급의학과,1183,1870
2022,07,경상남도,창원시 마산회원구,25,직업환경의학과,112,134
2022,07,경상남도,창원시 마산회원구,49,치과,1644,2020
2022,07,경상남도,창원시 마산회원구,50,구강악안면외과,2157,2934
2022,07,경상남도,창원시 마산회원구,51,치과보철과,863,1342
2022,07,경상남도,창원시 마산회원구,52,치과교정과,90,99
2022,07,경상남도,창원시 마산회원구,53,소아치과,547,599
2022,07,경상남도,창원시 마산회원구,54,치주과,4207,5130
2022,07,경상남도,창원시 마산회원구,55,치과보존과,6216,9445
2022,07,경상남도,창원시 마산회원구,56,구강내과,251,317
2022,07,경상남도,창원시 마산회원구,57,구강악안면방사선과,14,14
2022,07,경상남도,창원시 마산회원구,59,예방치과,47,50
2022,07,경상남도,창원시 마산회원구,71,의과,239,261
2022,07,경상남도,창원시 마산회원구,75,물리치료,32,194
2022,07,경상남도,창원시 진해구,0,일반,281,333
2022,07,경상남도,창원시 진해구,1,내과,48607,78838
2022,07,경상남도,창원시 진해구,2,신경과,2437,3004
2022,07,경상남도,창원시 진해구,3,정신건강의학과,3840,5240
2022,07,경상남도,창원시 진해구,4,외과,3553,6140
2022,07,경상남도,창원시 진해구,5,정형외과,16894,35802
2022,07,경상남도,창원시 진해구,6,신경외과,4796,8191
2022,07,경상남도,창원시 진해구,7,심장혈관흉부외과,689,1066
2022,07,경상남도,창원시 진해구,8,성형외과,183,329
2022,07,경상남도,창원시 진해구,9,마취통증의학과,1842,3467
2022,07,경상남도,창원시 진해구,10,산부인과,4962,8176
2022,07,경상남도,창원시 진해구,11,소아청소년과,8329,16468
2022,07,경상남도,창원시 진해구,12,안과,9961,12591
2022,07,경상남도,창원시 진해구,13,이비인후과,11835,18477
2022,07,경상남도,창원시 진해구,14,피부과,10175,14448
2022,07,경상남도,창원시 진해구,15,비뇨의학과,3710,5367
2022,07,경상남도,창원시 진해구,16,영상의학과,850,1475
2022,07,경상남도,창원시 진해구,17,방사선종양학과,117,607
2022,07,경상남도,창원시 진해구,18,병리과,9,10
2022,07,경상남도,창원시 진해구,19,진단검사의학과,135,226
2022,07,경상남도,창원시 진해구,21,재활의학과,1441,3692
2022,07,경상남도,창원시 진해구,22,핵의학과,49,73
2022,07,경상남도,창원시 진해구,23,가정의학과,1331,1666
2022,07,경상남도,창원시 진해구,24,응급의학과,2117,2592
2022,07,경상남도,창원시 진해구,25,직업환경의학과,148,173
2022,07,경상남도,창원시 진해구,49,치과,2796,3114
2022,07,경상남도,창원시 진해구,50,구강악안면외과,2495,3329
2022,07,경상남도,창원시 진해구,51,치과보철과,798,1215
2022,07,경상남도,창원시 진해구,52,치과교정과,72,77
2022,07,경상남도,창원시 진해구,53,소아치과,1122,1229
2022,07,경상남도,창원시 진해구,54,치주과,4556,5409
2022,07,경상남도,창원시 진해구,55,치과보존과,6016,8666
2022,07,경상남도,창원시 진해구,56,구강내과,260,351
2022,07,경상남도,창원시 진해구,57,구강악안면방사선과,13,13
2022,07,경상남도,창원시 진해구,71,의과,81,85
2022,07,경상남도,창원시 진해구,75,물리치료,19,119
2022,07,경상남도,진주시,0,일반,448,535
2022,07,경상남도,진주시,1,내과,81867,129612
2022,07,경상남도,진주시,2,신경과,7631,9278
2022,07,경상남도,진주시,3,정신건강의학과,7248,9895
2022,07,경상남도,진주시,4,외과,9409,14678
2022,07,경상남도,진주시,5,정형외과,29586,61822
2022,07,경상남도,진주시,6,신경외과,5941,9433
2022,07,경상남도,진주시,7,심장혈관흉부외과,476,620
2022,07,경상남도,진주시,8,성형외과,258,431
2022,07,경상남도,진주시,9,마취통증의학과,5563,10696
2022,07,경상남도,진주시,10,산부인과,9020,14186
2022,07,경상남도,진주시,11,소아청소년과,10394,20370
2022,07,경상남도,진주시,12,안과,18356,23776
2022,07,경상남도,진주시,13,이비인후과,11245,15884
2022,07,경상남도,진주시,14,피부과,14916,21660
2022,07,경상남도,진주시,15,비뇨의학과,8053,11291
2022,07,경상남도,진주시,16,영상의학과,121,127
2022,07,경상남도,진주시,17,방사선종양학과,180,977
2022,07,경상남도,진주시,19,진단검사의학과,38,56
2022,07,경상남도,진주시,20,결핵과,9,13
2022,07,경상남도,진주시,21,재활의학과,2293,5772
2022,07,경상남도,진주시,22,핵의학과,24,37
2022,07,경상남도,진주시,23,가정의학과,9239,15203
2022,07,경상남도,진주시,24,응급의학과,3325,3702
2022,07,경상남도,진주시,25,직업환경의학과,14,28
2022,07,경상남도,진주시,26,예방의학과,5,7
2022,07,경상남도,진주시,49,치과,3149,3415
2022,07,경상남도,진주시,50,구강악안면외과,5045,6487
2022,07,경상남도,진주시,51,치과보철과,1658,2505
2022,07,경상남도,진주시,52,치과교정과,15,15
2022,07,경상남도,진주시,53,소아치과,1364,1523
2022,07,경상남도,진주시,54,치주과,8747,10115
2022,07,경상남도,진주시,55,치과보존과,11619,16470
2022,07,경상남도,진주시,56,구강내과,63,87
2022,07,경상남도,진주시,57,구강악안면방사선과,126,127
2022,07,경상남도,진주시,59,예방치과,23,23
2022,07,경상남도,진주시,60,치과소계,25,26
2022,07,경상남도,진주시,71,의과,950,1309
2022,07,경상남도,통영시,0,일반,156,186
2022,07,경상남도,통영시,1,내과,30437,49064
2022,07,경상남도,통영시,2,신경과,3836,5261
2022,07,경상남도,통영시,3,정신건강의학과,2555,3508
2022,07,경상남도,통영시,4,외과,4109,7470
2022,07,경상남도,통영시,5,정형외과,11818,25811
2022,07,경상남도,통영시,6,신경외과,7718,18474
2022,07,경상남도,통영시,7,심장혈관흉부외과,451,703
2022,07,경상남도,통영시,8,성형외과,112,146
2022,07,경상남도,통영시,9,마취통증의학과,1831,3933
2022,07,경상남도,통영시,10,산부인과,2093,3189
2022,07,경상남도,통영시,11,소아청소년과,6709,12491
2022,07,경상남도,통영시,12,안과,9869,12796
2022,07,경상남도,통영시,13,이비인후과,5586,8386
2022,07,경상남도,통영시,14,피부과,5708,8534
2022,07,경상남도,통영시,15,비뇨의학과,2295,2970
2022,07,경상남도,통영시,16,영상의학과,260,271
2022,07,경상남도,통영시,17,방사선종양학과,74,332
2022,07,경상남도,통영시,19,진단검사의학과,31,33
2022,07,경상남도,통영시,21,재활의학과,291,551
2022,07,경상남도,통영시,22,핵의학과,16,20
2022,07,경상남도,통영시,23,가정의학과,1993,2963
2022,07,경상남도,통영시,24,응급의학과,1816,2101
2022,07,경상남도,통영시,25,직업환경의학과,282,353
2022,07,경상남도,통영시,26,예방의학과,117,203
2022,07,경상남도,통영시,49,치과,1439,1592
2022,07,경상남도,통영시,50,구강악안면외과,1585,2259
2022,07,경상남도,통영시,51,치과보철과,757,1263
2022,07,경상남도,통영시,52,치과교정과,6,6
2022,07,경상남도,통영시,53,소아치과,486,542
2022,07,경상남도,통영시,54,치주과,3042,3854
2022,07,경상남도,통영시,55,치과보존과,3796,5624
2022,07,경상남도,통영시,56,구강내과,56,72
2022,07,경상남도,통영시,57,구강악안면방사선과,9,9
2022,07,경상남도,통영시,61,통합치의학과,7,7
2022,07,경상남도,통영시,71,의과,1567,2070
2022,07,경상남도,통영시,72,그외 자료72(구 치과),21,25
2022,07,경상남도,통영시,75,물리치료,112,264
2022,07,경상남도,사천시,0,일반,136,158
2022,07,경상남도,사천시,1,내과,28624,44722
2022,07,경상남도,사천시,2,신경과,5694,7986
2022,07,경상남도,사천시,3,정신건강의학과,2145,2690
2022,07,경상남도,사천시,4,외과,2531,3942
2022,07,경상남도,사천시,5,정형외과,13099,30145
2022,07,경상남도,사천시,6,신경외과,2258,3705
2022,07,경상남도,사천시,7,심장혈관흉부외과,167,216
2022,07,경상남도,사천시,8,성형외과,132,295
2022,07,경상남도,사천시,9,마취통증의학과,963,1724
2022,07,경상남도,사천시,10,산부인과,2345,3513
2022,07,경상남도,사천시,11,소아청소년과,2437,4434
2022,07,경상남도,사천시,12,안과,5643,7227
2022,07,경상남도,사천시,13,이비인후과,5477,8749
2022,07,경상남도,사천시,14,피부과,4468,6132
2022,07,경상남도,사천시,15,비뇨의학과,2465,3151
2022,07,경상남도,사천시,16,영상의학과,31,41
2022,07,경상남도,사천시,17,방사선종양학과,47,227
2022,07,경상남도,사천시,19,진단검사의학과,12,16
2022,07,경상남도,사천시,21,재활의학과,878,1709
2022,07,경상남도,사천시,22,핵의학과,11,19
2022,07,경상남도,사천시,23,가정의학과,2566,4056
2022,07,경상남도,사천시,24,응급의학과,2220,2692
2022,07,경상남도,사천시,25,직업환경의학과,12,13
2022,07,경상남도,사천시,49,치과,1076,1152
2022,07,경상남도,사천시,50,구강악안면외과,1528,2022
2022,07,경상남도,사천시,51,치과보철과,703,1212
2022,07,경상남도,사천시,52,치과교정과,11,11
2022,07,경상남도,사천시,53,소아치과,407,477
2022,07,경상남도,사천시,54,치주과,2823,3542
2022,07,경상남도,사천시,55,치과보존과,3693,5460
2022,07,경상남도,사천시,56,구강내과,38,45
2022,07,경상남도,사천시,57,구강악안면방사선과,8,8
2022,07,경상남도,사천시,71,의과,608,953
2022,07,경상남도,사천시,72,그외 자료72(구 치과),13,31
2022,07,경상남도,사천시,75,물리치료,26,121
2022,07,경상남도,김해시,0,일반,711,844
2022,07,경상남도,김해시,1,내과,125853,200263
2022,07,경상남도,김해시,2,신경과,10888,14929
2022,07,경상남도,김해시,3,정신건강의학과,12757,18285
2022,07,경상남도,김해시,4,외과,14734,26288
2022,07,경상남도,김해시,5,정형외과,45678,100927
2022,07,경상남도,김해시,6,신경외과,9671,17147
2022,07,경상남도,김해시,7,심장혈관흉부외과,1078,1405
2022,07,경상남도,김해시,8,성형외과,477,913
2022,07,경상남도,김해시,9,마취통증의학과,5150,10337
2022,07,경상남도,김해시,10,산부인과,15418,25187
2022,07,경상남도,김해시,11,소아청소년과,29319,57651
2022,07,경상남도,김해시,12,안과,26510,35073
2022,07,경상남도,김해시,13,이비인후과,18388,26972
2022,07,경상남도,김해시,14,피부과,26050,38957
2022,07,경상남도,김해시,15,비뇨의학과,9002,12462
2022,07,경상남도,김해시,16,영상의학과,244,287
2022,07,경상남도,김해시,17,방사선종양학과,282,1462
2022,07,경상남도,김해시,18,병리과,14,18
2022,07,경상남도,김해시,19,진단검사의학과,192,281
2022,07,경상남도,김해시,21,재활의학과,2813,7868
2022,07,경상남도,김해시,22,핵의학과,636,747
2022,07,경상남도,김해시,23,가정의학과,6029,8575
2022,07,경상남도,김해시,24,응급의학과,6431,7340
2022,07,경상남도,김해시,25,직업환경의학과,145,186
2022,07,경상남도,김해시,26,예방의학과,7,7
2022,07,경상남도,김해시,49,치과,11087,13333
2022,07,경상남도,김해시,50,구강악안면외과,5794,7943
2022,07,경상남도,김해시,51,치과보철과,1767,2699
2022,07,경상남도,김해시,52,치과교정과,30,30
2022,07,경상남도,김해시,53,소아치과,3624,4088
2022,07,경상남도,김해시,54,치주과,13993,17170
2022,07,경상남도,김해시,55,치과보존과,14422,21031
2022,07,경상남도,김해시,56,구강내과,837,1217
2022,07,경상남도,김해시,57,구강악안면방사선과,464,470
2022,07,경상남도,김해시,59,예방치과,22,26
2022,07,경상남도,김해시,61,통합치의학과,7,7
2022,07,경상남도,김해시,71,의과,361,417
2022,07,경상남도,김해시,75,물리치료,294,1166
2022,07,경상남도,김해시,85,침구과,15,17
2022,07,경상남도,밀양시,0,일반,161,194
2022,07,경상남도,밀양시,1,내과,29177,47328
2022,07,경상남도,밀양시,2,신경과,2610,3475
2022,07,경상남도,밀양시,3,정신건강의학과,2729,3782
2022,07,경상남도,밀양시,4,외과,3123,5362
2022,07,경상남도,밀양시,5,정형외과,12623,27933
2022,07,경상남도,밀양시,6,신경외과,1562,2154
2022,07,경상남도,밀양시,7,심장혈관흉부외과,213,270
2022,07,경상남도,밀양시,8,성형외과,67,115
2022,07,경상남도,밀양시,9,마취통증의학과,580,929
2022,07,경상남도,밀양시,10,산부인과,1796,2605
2022,07,경상남도,밀양시,11,소아청소년과,3831,8206
2022,07,경상남도,밀양시,12,안과,5728,7416
2022,07,경상남도,밀양시,13,이비인후과,2791,4237
2022,07,경상남도,밀양시,14,피부과,4303,6112
2022,07,경상남도,밀양시,15,비뇨의학과,2646,3513
2022,07,경상남도,밀양시,16,영상의학과,50,52
2022,07,경상남도,밀양시,17,방사선종양학과,70,336
2022,07,경상남도,밀양시,19,진단검사의학과,23,29
2022,07,경상남도,밀양시,21,재활의학과,393,631
2022,07,경상남도,밀양시,22,핵의학과,30,39
2022,07,경상남도,밀양시,23,가정의학과,1274,2491
